0,0,7172.514404296875,7172.514404296875,2251.9230346679687,1.415583086153247,1.4544301446709389,1.1535561360009494
0,0.10000000000000001,3835.0321474522352,2145.1706848144531,2251.9230346679687,1.216430837652283,1.1824415026183857,1.1023707573339663
0,0.20000000000000001,3017.2565383911133,1686.7932739257812,2251.9230346679687,1.0917359390139127,1.0771477306478889,1.0511853786669831
0,0.30000000000000004,2251.9230346679687,1413.5543513298035,2251.9230346679687,1,1,1
0,0.40000000000000002,1766.6262130737305,1223.914306640625,2251.9230346679687,0.92977387002421275,0.93877709921772623,0.94881462133301686
0,0.5,1435.7233273983002,1081.8673706054687,2251.9230346679687,0.87368556432699918,0.8881069019612986,0.89762924266603372
0.5,0,7172.514404296875,7172.514404296875,2251.9230346679687,1.415583086153247,1.4205999688420254,1.1535561360009494
0.5,0.10000000000000001,4360.8863525390625,3421.0805662870407,2251.9230346679687,1.2192881729790039,1.2138635058764549,1.1023707573339663
0.5,0.20000000000000001,3017.2565841674805,2465.5751342773437,2251.9230346679687,1.0917359390139127,1.0894603715755462,1.0511853786669831
0.5,0.30000000000000004,2251.9230346679687,1921.3333740234375,2251.9230346679687,1,1,1
0.5,0.40000000000000002,1766.6262588500977,1563.4319229125977,2251.9230346679687,0.92977387002421252,0.93108653602054803,0.94881462133301686
0.5,0.5,1435.7233273983002,1309.5300445556641,2251.9230346679687,0.87368556432699918,0.87571207508015825,0.89762924266603372
